,Data_Completeness_Score_Name,People_Positive_New_Cases_Count,People_Positive_Cases_Count,People_Negative_New_Count,People_Negative_Cases_Count,People_Test_Results_New_Count,People_Pending_Cases_Count,Total_Tested_Positive_per_100k,New_Cases_per_100k_Prevalence,People_Positive_Negative_Test_Results_Count,People_Hospitalized_New_Count,People_Hospitalized_Currently_Count,People_Hospitalized_Cumulative_Count,Hospitalizations_per_100k_Incidence,People_In_Intensive_Care_Currently_Count,People_In_Intensive_Care_Cumulative_Count,People_Intubated_Currently_Count,People_Intubated_Cumulative_Count,People_Death_New_Count,People_Death_Count,Deaths_per_100k,Death_Rate_Prevalence,Death_Rate_Incidence,People_Recovered_Count,Recovery_Rate,Report_Date,Reported_Date_Time,Day,Month,Province_State_Code,Pop
0,A,52,1631.0,6568,154462.0,6620,,222.2064790014196,7.0844493611734025,156093,0,32.0,,4.359661145337478,,,0.0,,0,17.0,2.3160699834605354,0.0,1.0423053341508277,669.0,41.017780502759045,7/15/2020,2020-07-15 00:00:00,197.0,7.0,AK,734002.0
1,B,1812,59067.0,10148,481982.0,11960,,1203.3320974123073,36.914652183302024,541049,168,1362.0,7291.0,27.747106111289934,,941.0,,514.0,47,1211.0,24.670885096014768,2.5938189845474615,2.050214163576955,29736.0,50.34283102239829,7/15/2020,2020-07-15 11:00:00,197.0,7.0,AL,4908620.0
2,A,564,30297.0,4913,365479.0,5477,,996.9397828232972,18.558736426456072,395776,76,458.0,1948.0,15.070746956235604,,,94.0,279.0,4,335.0,11.023362948338269,0.7092198581560284,1.1057200382876191,23523.0,77.64135062877513,7/15/2020,2020-07-15 14:36:00,197.0,7.0,AR,3039000.0
3,C,0,0.0,0,816.0,0,,,0.0,816,0,,,,,,,,0,0.0,,0.0,0.0,,0.0,7/15/2020,2020-07-01 00:00:00,183.0,7.0,AS,55183.0
4,A+,3257,131354.0,10762,604608.0,14019,,1780.2287459900333,44.14182305593692,735962,161,3493.0,6103.0,47.34030946711319,929.0,,671.0,,97,2434.0,32.98777934238577,2.9782007982806262,1.853007902309789,16155.0,12.298826073054494,7/15/2020,2020-07-15 00:00:00,197.0,7.0,AZ,7378490.0
5,B,11126,347634.0,107195,5445642.0,118321,,870.4450704225352,27.858528951486697,5793276,0,8353.0,,20.915179968701096,2110.0,,,,140,7227.0,18.095774647887325,1.258313859428366,2.0789105783669033,,,7/15/2020,2020-07-15 00:00:00,197.0,7.0,CA,39937500.0
6,A,444,37686.0,4591,372304.0,5035,,644.6977434039343,7.595547366962448,409990,22,368.0,5963.0,6.29540862847338,,,,,5,1594.0,27.268699330941764,1.1261261261261262,4.22968741707796,4844.0,12.85357957862336,7/15/2020,2020-07-15 01:59:00,197.0,7.0,CO,5845530.0
7,B,106,47636.0,12232,556463.0,12338,,1336.9332150835794,2.9749542530619575,604099,0,67.0,10552.0,1.880395612784445,,,,,8,4380.0,122.92735498501297,7.547169811320755,9.194726677302882,8351.0,17.53085901419095,7/15/2020,2020-07-14 20:30:00,196.0,7.0,CT,3563080.0
8,A+,80,11026.0,3948,126918.0,4028,,1529.9290815569034,11.100519365549816,137944,0,95.0,,13.181866746590407,24.0,,15.0,,3,571.0,79.22995697161181,3.75,5.178668601487393,1809.0,16.406675131507345,7/15/2020,2020-07-14 00:00:00,196.0,7.0,DC,720687.0
9,A+,81,13050.0,1707,130338.0,1788,,1327.7104878954517,8.240961649006252,143388,0,51.0,,5.188753630855788,11.0,,,,3,521.0,53.00667924854639,3.7037037037037033,3.992337164750958,7236.0,55.44827586206896,7/15/2020,2020-07-14 18:00:00,196.0,7.0,DE,982895.0
10,A,10181,301810.0,40529,2434143.0,50710,2189.0,1372.3002773609785,46.292002000636565,2735953,458,8217.0,19659.0,37.36188787341427,,,,,112,4626.0,21.033965352612196,1.1000883999607112,1.532752393890196,,,7/15/2020,2020-07-14 23:59:00,196.0,7.0,FL,21993000.0
11,A,3871,127834.0,20078,1027149.0,23949,,1190.6930822179377,36.055923473142016,1154983,417,2786.0,14102.0,25.949832807071466,,2702.0,,,37,3091.0,28.790715436704204,0.9558253681219323,2.4179795672512787,,,7/15/2020,2020-07-15 14:50:00,197.0,7.0,GA,10736100.0
12,B,1,313.0,289,17514.0,290,,,0.5925048141016145,17827,0,4.0,,,,,,,0,5.0,,0.0,1.5974440894568689,213.0,68.05111821086261,7/15/2020,2020-07-14 22:15:00,196.0,7.0,GU,168775.0
13,D,21,1264.0,1466,96293.0,1487,,89.47469013017718,1.486525706276678,97557,5,,133.0,,,,,,0,22.0,1.5573126446708052,0.0,1.740506329113924,921.0,72.86392405063292,7/15/2020,2020-07-14 18:00:00,196.0,7.0,HI,1412690.0
14,A+,442,36291.0,6462,351021.0,6904,,1141.2802490683523,13.900026730820635,387312,0,190.0,,5.9751246127962006,62.0,,30.0,,5,762.0,23.963394499740556,1.1312217194570136,2.099694139042738,27177.0,74.8863354550715,7/15/2020,2020-07-15 00:00:00,197.0,7.0,IA,3179850.0
15,A,316,11718.0,3314,122196.0,3630,,641.6743330266789,17.304069741972228,133914,10,129.0,510.0,7.064003154159548,33.0,151.0,,,1,103.0,5.640250580452972,0.31645569620253167,0.878989588667008,3360.0,28.673835125448026,7/15/2020,2020-07-14 19:00:00,196.0,7.0,ID,1826160.0
16,A,1187,157825.0,36974,1922908.0,38161,,1246.6725119868559,9.376209546829703,2080733,0,1454.0,,11.485264263766124,324.0,,130.0,,8,7427.0,58.666477088714586,0.6739679865206403,4.705845081577697,,,7/15/2020,2020-07-15 00:00:00,197.0,7.0,IL,12659700.0
17,A+,685,53370.0,7495,533219.0,8180,,791.2117236318352,10.15514391395554,586589,53,881.0,7686.0,13.060849325831871,284.0,1634.0,79.0,,10,2785.0,41.287701898344785,1.4598540145985401,5.218287427393667,39571.0,74.14465055274498,7/15/2020,2020-07-14 23:59:00,196.0,7.0,IN,6745350.0
18,A,875,20933.0,7324,218441.0,8199,,719.258098654462,30.065009139762775,239374,50,,1393.0,,65.0,418.0,21.0,159.0,11,299.0,10.27364312318751,1.2571428571428571,1.4283666937371615,948.0,4.528734533989395,7/15/2020,2020-07-15 10:00:00,197.0,7.0,KS,2910360.0
19,B,454,20677.0,3177,438510.0,3631,,459.52054474863826,10.089583949116495,459187,21,445.0,2823.0,9.889570170389515,92.0,1028.0,,,10,645.0,14.334320808766826,2.2026431718061676,3.119408037916526,5475.0,26.478696135803066,7/15/2020,2020-07-15 00:00:00,197.0,7.0,KY,4499690.0
20,B,2089,84131.0,22656,917069.0,24745,,1811.1461773278968,44.97134664318713,1001200,0,1369.0,,29.471409073491234,,,149.0,,16,3461.0,74.50733878988542,0.7659167065581618,4.113822491115047,53288.0,63.33931606661041,7/15/2020,2020-07-15 13:00:00,197.0,7.0,LA,4645180.0
21,A+,217,112347.0,10282,876366.0,10499,,1610.3402803657941,3.1103976148840413,988713,26,580.0,11651.0,8.313505145773012,80.0,,40.0,,28,8368.0,119.94381217211823,12.903225806451612,7.448351980916268,95390.0,84.9065840654401,7/15/2020,2020-07-15 10:00:00,197.0,7.0,MA,6976600.0
22,A,756,75016.0,13263,605072.0,14019,,1233.1829718960007,12.427833085653413,680088,140,447.0,11625.0,7.348202895882377,129.0,,,,7,3341.0,54.92247399360855,0.9259259259259258,4.453716540471366,5238.0,6.982510397781806,7/15/2020,2020-07-15 10:00:00,197.0,7.0,MD,6083120.0
23,A+,12,3578.0,2444,124353.0,2456,,265.8661455353361,0.8916695769770915,127931,0,12.0,373.0,0.8916695769770915,9.0,,4.0,,0,114.0,8.47086098128237,0.0,3.186137506987144,3079.0,86.05366126327557,7/15/2020,2020-07-14 23:59:00,196.0,7.0,ME,1345790.0
24,A+,1049,78913.0,33084,1289006.0,34133,,785.5948232951716,10.443006470881036,1367919,0,543.0,,5.405674464907914,184.0,,107.0,,4,6330.0,63.01642608262817,0.3813155386081983,8.021492022860619,53867.0,68.2612497307161,7/15/2020,2020-07-15 00:00:00,197.0,7.0,MI,10045000.0
25,A,572,43742.0,12311,746755.0,12883,,767.3133158032301,10.033908294989887,790497,43,254.0,4495.0,4.455616620502502,106.0,1353.0,,,10,1558.0,27.330120845444483,1.7482517482517483,3.561794156645787,38179.0,87.28224589639248,7/15/2020,2020-07-14 17:00:00,196.0,7.0,MN,5700670.0
26,B,888,29714.0,11956,488233.0,12844,,481.64531622055773,14.393923430162728,517947,0,875.0,,14.183201578144578,,,86.0,,9,1102.0,17.862729301846088,1.0135135135135136,3.708689506629871,,,7/15/2020,2020-07-15 15:00:00,197.0,7.0,MO,6169270.0
27,D,3,36.0,0,10664.0,3,,,5.210142410559222,10700,0,,4.0,,,,,,0,2.0,,0.0,5.555555555555555,29.0,80.55555555555556,7/15/2020,2020-07-14 04:48:00,196.0,7.0,MP,57580.0
28,A,1025,38567.0,5619,318290.0,6644,,1290.185530867171,34.28942280029171,356857,44,1099.0,3629.0,36.764951860995694,240.0,,132.0,,18,1290.0,43.15449308524518,1.75609756097561,3.344828480306998,25932.0,67.2388311250551,7/15/2020,2020-07-14 19:00:00,196.0,7.0,MS,2989260.0
29,C,144,2096.0,2218,121662.0,2362,,192.86687033015568,13.250395671537415,123758,9,37.0,145.0,3.4046155544922523,,,,,0,34.0,3.128565644668556,0.0,1.6221374045801527,915.0,43.654580152671755,7/15/2020,2020-07-15 00:00:00,197.0,7.0,MT,1086760.0
30,A,1782,91266.0,28009,1193371.0,29791,,860.0344895824499,16.79246883216012,1284637,0,1142.0,,10.761503595020685,,,,,16,1568.0,14.775864830991623,0.8978675645342313,1.7180549163982206,67124.0,73.54765191856771,7/15/2020,2020-07-15 12:00:00,197.0,7.0,NC,10611900.0
31,D,72,4565.0,1459,121999.0,1531,,599.2992203202476,9.452254953572362,126564,4,42.0,284.0,5.513815389583877,,,,,3,81.0,10.633786822768906,4.166666666666666,1.7743702081051478,3760.0,82.3658269441402,7/15/2020,2020-07-15 00:00:00,197.0,7.0,ND,761723.0
32,B,318,21717.0,3190,198026.0,3508,,1112.2264502681082,16.286227894518507,219743,11,110.0,1442.0,5.633600844015835,,,,,-2,286.0,14.647362194441174,-0.628930817610063,1.3169406455771975,16205.0,74.61896210342128,7/15/2020,2020-07-14 20:05:00,196.0,7.0,NE,1952570.0
33,B,23,6091.0,1058,131018.0,1081,,444.19325432999085,1.677301731996354,137109,76,23.0,665.0,1.677301731996354,,191.0,,,1,392.0,28.58705560619872,4.3478260869565215,6.435724839927762,5101.0,83.74651124610081,7/15/2020,2020-07-14 09:00:00,196.0,7.0,NH,1371250.0
34,A+,363,176278.0,20753,1566069.0,21116,,1972.54651393096,4.061961132738847,1742347,142,923.0,20774.0,10.328347453217509,151.0,,78.0,,25,15607.0,174.64194875662585,6.887052341597796,8.853628927035704,31400.0,17.81277300627418,7/15/2020,2020-07-15 13:00:00,197.0,7.0,NJ,8936570.0
35,B,223,15514.0,5428,414492.0,5651,,739.9458180708181,10.636065323565324,430006,34,171.0,2261.0,8.155906593406593,,,,,3,551.0,26.280143467643466,1.345291479820628,3.5516307850973314,6429.0,41.43998968673456,7/15/2020,2020-07-14 18:04:00,196.0,7.0,NM,2096640.0
36,A+,849,30468.0,3396,333957.0,4245,,970.4235490467121,27.041144582534418,364425,0,1051.0,,33.47496225705968,251.0,,124.0,,6,618.0,19.683660014141658,0.7067137809187279,2.0283576211106733,826.0,2.711041092293554,7/15/2020,2020-07-15 13:00:00,197.0,7.0,NV,3139660.0
37,A,831,404006.0,62767,4444519.0,63598,,2078.1667138190887,4.27458141508706,4848525,0,831.0,89995.0,4.27458141508706,165.0,,94.0,,9,25003.0,128.61294719786014,1.083032490974729,6.188769473720687,71782.0,17.76755790755583,7/15/2020,2020-07-14 23:59:00,196.0,7.0,NY,19440500.0
38,B,1316,69311.0,17558,993312.0,18874,,589.9963397090495,11.202192769648526,1062623,160,1027.0,9209.0,8.742136758684678,316.0,2259.0,146.0,,6,3075.0,26.17533644883679,0.4559270516717325,4.436525226875965,47303.0,68.24746432745164,7/15/2020,2020-07-15 14:00:00,197.0,7.0,OH,11747700.0
39,A+,1075,22813.0,4956,424512.0,6031,,576.8404124587213,27.182020926363272,447325,54,561.0,2170.0,14.185222083432368,231.0,,,,4,432.0,10.923379572268777,0.37209302325581395,1.8936571253232806,17366.0,76.12326305176873,7/15/2020,2020-07-13 00:00:00,195.0,7.0,OK,3954820.0
40,A+,0,12805.0,0,292651.0,0,,297.71523032533617,0.0,305456,0,235.0,1254.0,5.463731286720343,64.0,,35.0,,0,244.0,5.672980570041547,0.0,1.9055056618508395,3129.0,24.43576727840687,7/15/2020,2020-07-14 03:01:00,196.0,7.0,OR,4301090.0
41,A+,994,97665.0,20372,870984.0,21366,,761.7639947273593,7.752965860431015,968649,0,667.0,,5.202442886224836,,,92.0,,26,6957.0,54.262961258569995,2.61569416498994,7.123329749654431,74436.0,76.21563507909691,7/15/2020,2020-07-15 00:00:00,197.0,7.0,PA,12820900.0
42,B,256,10379.0,0,192686.0,256,,342.29724025117406,8.442826236082528,203065,0,254.0,,8.376866656113133,18.0,,11.0,,2,171.0,5.639544087383252,0.78125,1.64755756816649,,,7/15/2020,2020-07-15 06:30:00,197.0,7.0,PR,3032160.0
43,A+,52,17640.0,1165,158235.0,1217,,1670.201484623542,4.923496439933343,175875,5,59.0,2075.0,5.586274806847448,5.0,,3.0,,2,987.0,93.45174973488865,3.8461538461538463,5.595238095238096,1707.0,9.67687074829932,7/15/2020,2020-07-15 12:00:00,197.0,7.0,RI,1056160.0
44,A,1856,62245.0,6646,463738.0,8502,,1194.6987581812248,35.62311663883611,525983,0,1560.0,3744.0,29.94184372660793,,,,,5,998.0,19.155102589201743,0.26939655172413796,1.603341633866174,23849.0,38.31472407422283,7/15/2020,2020-07-14 23:59:00,196.0,7.0,SC,5210100.0
45,B,80,7652.0,1299,85891.0,1379,,847.3722269655282,8.859092806748857,93543,8,59.0,752.0,6.533580944977282,,,,,2,111.0,12.29199126936404,2.5,1.4506011500261369,6663.0,87.0752744380554,7/15/2020,2020-07-14 18:00:00,196.0,7.0,SD,903027.0
46,A,2273,69061.0,23512,1028612.0,25785,,1001.2352158293198,32.95358662023492,1097673,56,1282.0,3434.0,18.58622879328692,,,,,16,783.0,11.351807445509875,0.7039155301363836,1.1337802812006776,39857.0,57.71274670219082,7/15/2020,2020-07-15 15:00:00,197.0,7.0,TN,6897580.0
47,B,7307,282365.0,36212,2359834.0,43519,,958.0691021739058,24.79277151766235,2642199,0,10471.0,,35.52827570294819,,,,,110,3432.0,11.644832605531295,1.5054057752839742,1.2154480902378129,149276.0,52.86632550068175,7/15/2020,2020-07-15 17:00:00,197.0,7.0,TX,29472300.0
48,A+,413,30891.0,7146,401189.0,7559,,941.1904500749515,12.583330286522127,432080,25,250.0,1913.0,7.617028018475864,83.0,515.0,,214.0,7,233.0,7.099070113219505,1.694915254237288,0.7542649962772329,18593.0,60.189051827393094,7/15/2020,2020-07-15 11:01:00,197.0,7.0,UT,3282120.0
49,A+,1084,73527.0,13048,771455.0,14132,382.0,852.3673780258074,12.566353010186397,844982,58,1081.0,10608.0,12.53157528045341,246.0,,113.0,,15,1992.0,23.092412542704153,1.3837638376383763,2.7092088620506756,9527.0,12.957144994355815,7/15/2020,2020-07-14 17:00:00,196.0,7.0,VA,8626210.0
50,C,37,243.0,553,4637.0,590,199.0,,35.43212832176203,4880,0,,,,,,,,0,6.0,,0.0,2.4691358024691357,112.0,46.09053497942387,7/15/2020,2020-07-15 07:10:00,197.0,7.0,VI,104425.0
51,B,13,1318.0,721,77040.0,734,,209.85222772947213,2.069862640730757,78358,0,19.0,,3.025183859529568,,,,,0,56.0,8.916331375455568,0.0,4.24886191198786,1104.0,83.76327769347496,7/15/2020,2020-07-15 00:00:00,197.0,7.0,VT,628061.0
52,B,547,42304.0,9413,675930.0,9960,,542.560695643252,7.015428813276731,718234,10,353.0,4788.0,4.527324261584435,,,55.0,,5,1404.0,18.006694796783417,0.9140767824497258,3.3188350983358545,,,7/15/2020,2020-07-14 02:59:00,196.0,7.0,WA,7797100.0
53,A+,848,42197.0,13104,686299.0,13952,177.0,721.1005254838296,14.491391464091938,728496,31,295.0,3923.0,5.04122698338104,88.0,810.0,,,1,834.0,14.252146793694193,0.1179245283018868,1.976443823020594,29923.0,70.91262412019812,7/15/2020,2020-07-15 16:00:00,197.0,7.0,WI,5851750.0
54,B,150,4557.0,3742,213347.0,3892,,256.2891224754931,8.436113313874031,217904,0,63.0,,3.543167591827093,26.0,,13.0,,0,97.0,5.455353276305208,0.0,2.128593372833004,2999.0,65.81084046521835,7/15/2020,2020-07-15 17:00:00,197.0,7.0,WV,1778070.0
55,B,34,1985.0,2852,40929.0,2886,,350.0727481151624,5.996208280058198,42914,3,17.0,131.0,2.998104140029099,,,,,0,22.0,3.8798994753317753,0.0,1.1083123425692696,1506.0,75.8690176322418,7/15/2020,2020-07-15 18:02:00,197.0,7.0,WY,567025.0
56,A,40,1579.0,2843,147894.0,2883,,215.1220296402462,5.449576431671848,149473,0,25.0,,3.4059852697949053,,,1.0,,0,17.0,2.3160699834605354,0.0,1.0766307789740341,642.0,40.65864471184294,7/14/2020,2020-07-14 00:00:00,196.0,7.0,AK,734002.0
57,B,1710,57255.0,7775,471834.0,9485,,1166.4174452290054,34.83667507364595,529089,378,1353.0,7123.0,27.56375518984969,,931.0,,511.0,40,1164.0,23.713385839604612,2.3391812865497075,2.0330102174482576,25783.0,45.03187494541962,7/14/2020,2020-07-14 11:00:00,196.0,7.0,AL,4908620.0
58,A,794,29733.0,6531,360566.0,7325,,978.381046396841,26.127015465613688,390299,36,445.0,1872.0,14.642974662717998,,,91.0,273.0,8,331.0,10.891740704179005,1.0075566750629723,1.1132411798338546,22844.0,76.83045774055763,7/14/2020,2020-07-14 15:43:00,196.0,7.0,AR,3039000.0
59,C,0,0.0,0,816.0,0,,,0.0,816,0,,,,,,,,0,0.0,,0.0,0.0,,0.0,7/14/2020,2020-07-01 00:00:00,183.0,7.0,AS,55183.0
60,A+,4273,128097.0,15244,593846.0,19517,,1736.0869229340965,57.91157811422121,721943,103,3517.0,5942.0,47.665579271639594,970.0,,674.0,,92,2337.0,31.67314721575824,2.153054060379125,1.8243986978617768,15678.0,12.239162509660648,7/14/2020,2020-07-14 00:00:00,196.0,7.0,AZ,7378490.0
61,B,7346,336508.0,123244,5338447.0,130590,,842.5865414710486,18.393740219092333,5674955,0,8145.0,,20.3943661971831,2083.0,,,,47,7087.0,17.745226917057902,0.6398039749523551,2.106042055463763,,,7/14/2020,2020-07-14 00:00:00,196.0,7.0,CA,39937500.0
62,A,329,37242.0,5261,367713.0,5590,,637.1021960369719,5.628232170564517,404955,46,378.0,5941.0,6.466479515116678,,,,,3,1589.0,27.18316388762011,0.911854103343465,4.266688147790129,4808.0,12.910155201117018,7/14/2020,2020-07-14 01:59:00,196.0,7.0,CO,5845530.0
63,B,20,47530.0,2423,544231.0,2443,,1333.9582608305175,0.5613121232192373,591761,0,66.0,10552.0,1.8523300066234831,,,,,1,4372.0,122.70283013572528,5.0,9.198401009888492,8351.0,17.569955817378496,7/14/2020,2020-07-13 20:30:00,195.0,7.0,CT,3563080.0
64,A+,40,10946.0,3656,122970.0,3696,,1518.8285621913535,5.550259682774908,133916,0,91.0,,12.626840778312914,21.0,,14.0,,0,568.0,78.81368749540368,0.0,5.189110177233693,1774.0,16.206833546501002,7/14/2020,2020-07-13 00:00:00,195.0,7.0,DC,720687.0
65,A+,90,12969.0,2147,128631.0,2237,,1319.4695262464454,9.156624054451392,141600,0,48.0,,4.8835328290407425,10.0,,,,1,518.0,52.701458446731344,1.1111111111111112,3.9941398720024677,7184.0,55.393630966150056,7/14/2020,2020-07-13 18:00:00,195.0,7.0,DE,982895.0
66,A,9194,291629.0,36475,2393614.0,45669,387.0,1326.008275360342,41.80421043059155,2685243,384,8354.0,19201.0,37.98481334970218,,,,,133,4514.0,20.524712408493613,1.446595605829889,1.547857037537419,,,7/14/2020,2020-07-12 23:59:00,194.0,7.0,FL,21993000.0
67,A,3394,123963.0,19673,1007071.0,23067,,1154.6371587447957,31.612969327781972,1131034,209,2741.0,13685.0,25.53068618958467,,2662.0,,,28,3054.0,28.44608377343728,0.8249852681202121,2.46363834369933,,,7/14/2020,2020-07-14 14:50:00,196.0,7.0,GA,10736100.0
68,B,0,312.0,195,17225.0,195,,,0.0,17537,0,3.0,,,,,,,0,5.0,,0.0,1.6025641025641024,210.0,67.3076923076923,7/14/2020,2020-07-13 21:35:00,195.0,7.0,GU,168775.0
69,D,23,1243.0,877,94827.0,900,,87.9881644239005,1.628099583064933,96070,3,,128.0,,,,,,3,22.0,1.5573126446708052,13.043478260869565,1.7699115044247788,911.0,73.29042638777152,7/14/2020,2020-07-13 18:00:00,195.0,7.0,HI,1412690.0
70,A+,320,35849.0,3372,344559.0,3692,,1127.3802223375317,10.063367768919917,380408,0,186.0,,5.8493325156847025,67.0,,32.0,,3,757.0,23.80615437835118,0.9375,2.1116349131077574,26952.0,75.18201344528438,7/14/2020,2020-07-14 00:00:00,196.0,7.0,IA,3179850.0
71,A,500,11402.0,2652,118882.0,3152,,624.3702632847067,27.379857186664914,130284,23,129.0,500.0,7.064003154159548,33.0,144.0,,,0,102.0,5.585490866079643,0.0,0.8945798982634626,3262.0,28.60901596211191,7/14/2020,2020-07-13 19:00:00,195.0,7.0,ID,1826160.0
72,A,707,156638.0,27739,1885934.0,28446,,1237.2963024400262,5.584650505146251,2042572,0,1416.0,,11.185099172966183,333.0,,126.0,,25,7419.0,58.603284438019855,3.536067892503536,4.7363985750584146,,,7/14/2020,2020-07-14 00:00:00,196.0,7.0,IL,12659700.0
73,A+,648,52685.0,7352,525724.0,8000,,781.0565797178797,9.606617892325824,578409,59,767.0,7633.0,11.37079617810788,266.0,1620.0,73.0,,13,2775.0,41.13945162222865,2.006172839506173,5.267153838853564,39155.0,74.31906614785993,7/14/2020,2020-07-13 23:59:00,195.0,7.0,IN,6745350.0
74,A,0,20058.0,0,211117.0,0,,689.1930895146992,0.0,231175,0,,1343.0,,,410.0,,160.0,0,288.0,9.895683008287634,0.0,1.435836075381394,920.0,4.586698574135008,7/14/2020,2020-07-13 00:00:00,195.0,7.0,KS,2910360.0
75,B,570,20223.0,13101,435333.0,13671,,449.43096079952176,12.667539319375337,455556,11,449.0,2802.0,9.978465183157061,84.0,1019.0,,,6,635.0,14.112083276847962,1.0526315789473684,3.1399891212975324,5389.0,26.64787618058646,7/14/2020,2020-07-14 00:00:00,196.0,7.0,KY,4499690.0
76,B,2215,82042.0,20814,894413.0,23029,,1766.1748306847098,47.68383571788391,976455,0,1362.0,,29.32071523600808,,,146.0,,22,3445.0,74.16289573278108,0.9932279909706546,4.199068769654567,46334.0,56.47595134199557,7/14/2020,2020-07-14 13:00:00,196.0,7.0,LA,4645180.0
77,A+,303,112130.0,11768,866084.0,12071,,1607.22988275091,4.343089757188316,978214,14,560.0,11625.0,8.02683255453946,93.0,,37.0,,10,8340.0,119.54247054439125,3.3003300330033,7.437795416034959,94347.0,84.14072951038972,7/14/2020,2020-07-14 10:00:00,196.0,7.0,MA,6976600.0
78,A,733,74260.0,13379,591809.0,14112,,1220.7551388103473,12.049737634634859,666069,18,415.0,11485.0,6.822157050986993,118.0,,,,9,3334.0,54.80740146503768,1.227830832196453,4.489631026124428,5238.0,7.053595475356854,7/14/2020,2020-07-14 10:00:00,196.0,7.0,MD,6083120.0
79,A+,8,3566.0,1505,121909.0,1513,,264.97447595835905,0.5944463846513943,125475,1,17.0,373.0,1.263198567384213,7.0,,3.0,,0,114.0,8.47086098128237,0.0,3.1968592260235558,3062.0,85.86651710600111,7/14/2020,2020-07-13 23:59:00,195.0,7.0,ME,1345790.0
80,A+,666,77864.0,19693,1255922.0,20359,,775.1518168242907,6.630164260826281,1333786,0,543.0,,5.405674464907914,184.0,,109.0,,5,6326.0,62.97660527625684,0.7507507507507507,8.124422069248947,53867.0,69.18087948217405,7/14/2020,2020-07-14 00:00:00,196.0,7.0,MI,10045000.0
81,A,398,43170.0,8227,734444.0,8625,,757.2794075082403,6.981635491968488,777614,28,236.0,4452.0,4.1398642615692545,107.0,1348.0,,,6,1548.0,27.154702868259342,1.507537688442211,3.585823488533704,37749.0,87.44266851980542,7/14/2020,2020-07-13 17:00:00,195.0,7.0,MN,5700670.0
82,B,936,28826.0,8390,476277.0,9326,,467.25139279039496,15.171973345306657,505103,0,811.0,,13.145801691286005,,,74.0,,10,1093.0,17.716844942756598,1.0683760683760684,3.791715812114064,,,7/14/2020,2020-07-14 15:00:00,196.0,7.0,MO,6169270.0
83,D,0,33.0,-70,10664.0,-70,,,0.0,10697,0,,4.0,,,,,,0,2.0,,0.0,6.0606060606060606,19.0,57.57575757575758,7/14/2020,2020-07-12 13:16:00,194.0,7.0,MP,57580.0
84,A,862,37542.0,5936,312671.0,6798,,1255.8961080668796,28.836568247659955,350213,55,1059.0,3585.0,35.426828044398945,227.0,,126.0,,22,1272.0,42.55233736777664,2.5522041763341066,3.388205210164616,25932.0,69.0746364072239,7/14/2020,2020-07-13 19:00:00,195.0,7.0,MS,2989260.0
85,C,109,1952.0,2592,119444.0,2701,,179.61647465861827,10.029813390260959,121396,3,29.0,136.0,2.6684824616290626,,,,,2,34.0,3.128565644668556,1.834862385321101,1.7418032786885245,884.0,45.28688524590164,7/14/2020,2020-07-14 00:00:00,196.0,7.0,MT,1086760.0
86,A,1956,89484.0,32404,1165362.0,34360,,843.2420207502898,18.432137506007408,1254846,0,1109.0,,10.450531949980682,,,,,42,1552.0,14.625090700063136,2.147239263803681,1.7343882705288096,67124.0,75.01229270037102,7/14/2020,2020-07-14 11:30:00,196.0,7.0,NC,10611900.0
87,D,51,4493.0,1104,120540.0,1155,,589.8469653666752,6.695347258780423,125033,3,42.0,280.0,5.513815389583877,,,,,0,78.0,10.23994286637006,0.0,1.7360338304028489,3685.0,82.01647006454485,7/14/2020,2020-07-14 00:00:00,196.0,7.0,ND,761723.0
88,B,227,21399.0,4349,194836.0,4576,,1095.9402223735897,11.625703559923588,216235,10,101.0,1431.0,5.172669865869086,,,,,3,288.0,14.749791300696007,1.3215859030837005,1.34585728305061,16025.0,74.88667694752091,7/14/2020,2020-07-13 08:05:00,195.0,7.0,NE,1952570.0
89,B,14,6068.0,1148,129960.0,1162,,442.5159525979945,1.0209662716499546,136028,0,24.0,589.0,1.7502278942570648,,191.0,,,0,391.0,28.514129443938014,0.0,6.443638760711931,5056.0,83.32234673698088,7/14/2020,2020-07-13 09:00:00,195.0,7.0,NH,1371250.0
90,A+,393,175915.0,20453,1545316.0,20846,,1968.4845527982213,4.3976603999073465,1721231,0,888.0,20632.0,9.936698308187594,149.0,,79.0,,22,15582.0,174.3621993673188,5.597964376590331,8.85768695108433,31318.0,17.802916181110195,7/14/2020,2020-07-14 13:00:00,196.0,7.0,NJ,8936570.0
91,B,263,15291.0,5735,409064.0,5998,,729.3097527472528,12.54387973137973,424355,23,172.0,2227.0,8.203601953601954,,,,,3,548.0,26.137057387057386,1.1406844106463878,3.5838074684454906,6363.0,41.61271336080047,7/14/2020,2020-07-13 17:52:00,195.0,7.0,NM,2096640.0
92,A+,1104,29619.0,5883,330561.0,6987,,943.3824044641776,35.16304313205889,360180,0,983.0,,31.309122643853154,247.0,,121.0,,19,612.0,19.49255651885873,1.7210144927536233,2.0662412640534793,800.0,2.700968972618927,7/14/2020,2020-07-14 12:00:00,196.0,7.0,NV,3139660.0
93,A,912,403175.0,59133,4381752.0,60045,,2073.892132404002,4.691237365294103,4784927,0,820.0,89995.0,4.2179985082688205,167.0,,101.0,,5,24994.0,128.56665209228157,0.5482456140350876,6.199293110931977,71692.0,17.781856513920754,7/14/2020,2020-07-13 23:59:00,195.0,7.0,NY,19440500.0
