PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,PEOPLE_POSITIVE_CASES_COUNT,DATA_COMPLETENESS_SCORE_NAME,REPORT_DATE,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PEOPLE_NEGATIVE_CASES_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
6499,NM,11982,B,6/30/2020,,,5296,6/29/2020 5:30:00 PM,337720,COVID Tracking Project Historical,1,,6672,,325738,35,11,1876,,119,173,493
3989,NV,18456,A+,6/30/2020,134,,689,6/30/2020 11:30:00 AM,277568,COVID Tracking Project Historical,3,,4551,,259112,32,0,,65,593,562,507
51501,NY,393454,A,6/30/2020,217,,70487,6/29/2020 12:00:00 AM,3914938,COVID Tracking Project Historical,13,,52025,,3521484,36,0,89995,137,891,524,24855
12804,OH,51789,B,6/30/2020,242,,,6/30/2020 2:00:00 PM,787929,COVID Tracking Project Historical,45,,13547,1994,736140,39,93,7839,115,722,743,2863
14819,OK,13757,A+,6/30/2020,111,,10085,6/29/2020 8:00:00 AM,341597,COVID Tracking Project Historical,2,,15404,,327840,40,31,1520,,315,585,387
2330,OR,8656,A+,6/30/2020,42,,2722,6/30/2020 3:01:00 AM,237634,COVID Tracking Project Historical,3,,2501,,228978,41,13,1038,25,149,171,207
10680,PA,86606,A+,6/30/2020,,,67552,6/30/2020 12:00:00 AM,764187,COVID Tracking Project Historical,35,,11298,,677581,42,0,,110,634,618,6649
0,PR,7465,C,6/30/2020,9,,,6/30/2020 6:30:00 AM,200151,COVID Tracking Project Historical,0,,215,,192686,72,0,,2,102,215,153
974,RI,16911,A+,6/30/2020,13,,1631,6/30/2020 3:00:00 AM,154083,COVID Tracking Project Historical,4,,1014,,137172,44,6,2001,13,74,40,950
9512,SC,36399,A,6/30/2020,,,15471,6/29/2020 11:59:00 PM,380572,COVID Tracking Project Historical,19,,11267,,344173,45,232,2854,,1021,1755,739
583,SD,6764,B,6/30/2020,,,5872,6/30/2020 12:39:00 PM,80088,COVID Tracking Project Historical,0,,631,,73324,46,9,666,,62,48,91
14709,TN,43509,B,6/30/2020,,,27599,6/30/2020 3:00:00 PM,793127,COVID Tracking Project Historical,12,,15921,,749618,47,66,2665,,886,1212,604
43118,TX,159986,B,6/30/2020,,,84818,6/30/2020 5:00:00 PM,1869282,COVID Tracking Project Historical,21,,50093,,1709296,48,0,,,6533,6975,2424
6295,UT,22217,A+,6/30/2020,83,,12398,6/30/2020 10:14:00 AM,340753,COVID Tracking Project Historical,4,178,6848,406,318536,49,27,1444,,250,553,172
8064,VA,62787,A+,6/30/2020,230,355,8080,6/29/2020 5:00:00 PM,645034,COVID Tracking Project Historical,23,,8662,,582247,51,159,8982,98,902,598,1763
73,VI,84,C,6/30/2020,,4,73,6/29/2020 9:10:00 PM,2903,COVID Tracking Project Historical,0,,76,,2819,78,0,,,,3,6
771,VT,1208,B,6/30/2020,,,953,6/30/2020 12:00:00 AM,65764,COVID Tracking Project Historical,0,,771,,64556,50,0,,,16,0,56
13276,WA,32253,B,6/30/2020,,,,6/29/2020 2:59:00 AM,548220,COVID Tracking Project Historical,10,,13777,,515967,53,48,4323,50,282,501,1320
12180,WI,31662,A+,6/30/2020,79,169,22587,6/30/2020 4:00:00 PM,571201,COVID Tracking Project Historical,0,,12809,750,539539,55,39,3446,,242,629,784
2074,WV,2905,B,6/30/2020,10,,2272,6/30/2020 10:00:00 AM,171764,COVID Tracking Project Historical,0,,2109,,168859,54,0,,3,27,35,93
1779,WY,1487,B,6/30/2020,,,1097,6/30/2020 4:55:00 PM,33672,COVID Tracking Project Historical,0,,1816,,32185,56,5,117,,6,37,20
388,AK,904,A,6/29/2020,,,525,6/29/2020 12:00:00 AM,108709,COVID Tracking Project Historical,0,,409,,107805,02,0,,1,16,21,14
5279,AL,37175,B,6/29/2020,,,18866,6/29/2020 11:00:00 AM,393293,COVID Tracking Project Historical,10,457,7013,801,356118,01,22,2725,,715,1734,929
10367,AR,20257,A,6/29/2020,,,14066,6/29/2020 2:36:00 PM,302536,COVID Tracking Project Historical,6,211,11314,,282279,05,7,1380,63,300,947,265
0,AS,0,C,6/29/2020,,,,6/27/2020 12:00:00 AM,696,COVID Tracking Project Historical,0,,0,,696,60,0,,,,0,0
902,AZ,74533,A+,6/29/2020,679,,9179,6/29/2020 12:00:00 AM,511423,COVID Tracking Project Historical,0,,1527,,436890,04,17,4634,465,2721,625,1588
100433,CA,216550,B,6/29/2020,1686,,,6/29/2020 12:00:00 AM,4061692,COVID Tracking Project Historical,31,,105740,,3845142,06,0,,,6179,5307,5936
5569,CO,32307,A,6/29/2020,,,4459,6/28/2020 12:00:00 AM,319565,COVID Tracking Project Historical,0,,5854,,287258,08,2,5401,,234,285,1482
6294,CT,46362,B,6/29/2020,,,8053,6/28/2020 8:30:00 PM,444976,COVID Tracking Project Historical,4,,6353,,398614,09,0,10268,,99,59,4320
2184,DC,10292,A+,6/29/2020,34,,1200,6/28/2020 12:00:00 AM,95360,COVID Tracking Project Historical,1,,2228,,85068,11,0,,23,121,44,551
3435,DE,11376,A+,6/29/2020,15,,6665,6/28/2020 6:00:00 PM,109931,COVID Tracking Project Historical,0,,3585,,98555,10,0,,,72,150,507
25580,FL,146341,A,6/29/2020,,1744,,6/28/2020 11:59:00 PM,1912743,COVID Tracking Project Historical,28,,30846,,1766402,12,111,14651,,,5266,3546
13972,GA,79417,A,6/29/2020,,,,6/29/2020 2:50:00 PM,823117,COVID Tracking Project Historical,6,,16179,2289,743700,13,113,10824,,1359,2207,2784
529,GU,255,B,6/29/2020,,,179,6/29/2020 7:30:00 AM,12914,COVID Tracking Project Historical,0,,536,,12659,66,0,,,0,7,5
1650,HI,899,D,6/29/2020,,,719,6/28/2020 6:00:00 PM,77155,COVID Tracking Project Historical,0,,1677,,76256,15,1,111,,,27,18
4637,IA,28782,A+,6/29/2020,35,,17851,6/29/2020 12:00:00 AM,300845,COVID Tracking Project Historical,3,,4930,,272063,19,0,,18,119,293,708
0,ID,5319,A,6/29/2020,15,,3898,6/27/2020 7:00:00 PM,86345,COVID Tracking Project Historical,0,,0,111,81026,16,0,312,,42,0,91
26180,IL,143514,A,6/29/2020,372,,,6/29/2020 12:00:00 AM,1572949,COVID Tracking Project Historical,14,,26918,,1429435,17,0,,187,1501,738,7103
5686,IN,45228,A+,6/29/2020,265,,34348,6/28/2020 11:59:00 PM,476519,COVID Tracking Project Historical,5,,5984,1469,431291,18,21,7024,85,626,298,2624
7961,KS,14443,A,6/29/2020,,,794,6/29/2020 10:00:00 AM,176725,COVID Tracking Project Historical,6,152,8866,360,162282,20,24,1152,,,905,270
2835,KY,15347,B,6/29/2020,69,,3939,6/29/2020 12:00:00 AM,361441,COVID Tracking Project Historical,2,,2950,999,346094,21,12,2602,,381,115,560
7681,LA,57081,B,6/29/2020,,,42225,6/29/2020 1:00:00 PM,704637,COVID Tracking Project Historical,0,,8526,,647556,22,0,,79,737,845,3199
6392,MA,108768,A+,6/29/2020,138,,93157,6/29/2020 10:00:00 AM,842287,COVID Tracking Project Historical,35,,6493,,733519,25,26,11345,79,762,101,8095
9363,MD,67254,A,6/29/2020,160,,4979,6/29/2020 10:00:00 AM,529313,COVID Tracking Project Historical,7,,9840,,462059,24,29,10822,,447,477,3175
0,ME,3219,A,6/29/2020,8,,2623,6/28/2020 11:59:00 PM,93523,COVID Tracking Project Historical,1,,28,,90304,23,1,347,4,31,28,105
12419,MI,70223,A+,6/29/2020,193,,51099,6/29/2020 12:00:00 AM,1029375,COVID Tracking Project Historical,3,,12696,,959152,26,0,,106,557,277,6161
7226,MN,35861,A,6/29/2020,140,,31225,6/28/2020 5:00:00 PM,592955,COVID Tracking Project Historical,10,,7538,1249,557094,27,21,4031,,278,312,1470
5765,MO,21043,B,6/29/2020,,,,6/29/2020 3:00:00 PM,367406,COVID Tracking Project Historical,1,,6233,,346363,29,0,,,599,468,998
0,MP,30,D,6/29/2020,,,19,6/26/2020 12:22:00 AM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
2659,MS,26567,A,6/29/2020,158,,19388,6/28/2020 7:00:00 PM,283522,COVID Tracking Project Historical,20,,3334,,256955,28,13,3115,93,719,675,1059
6213,MT,919,C,6/29/2020,,,609,6/29/2020 12:00:00 AM,88743,COVID Tracking Project Historical,0,,6269,,87824,30,3,100,,13,56,22
13058,NC,63484,A,6/29/2020,,,45538,6/28/2020 12:00:00 PM,886305,COVID Tracking Project Historical,3,,14400,,822821,37,0,,,843,1342,1325
1722,ND,3539,D,6/29/2020,,,3163,6/29/2020 1:00:00 PM,105691,COVID Tracking Project Historical,0,,1766,,102152,38,1,227,,25,44,77
2350,NE,18899,B,6/29/2020,,,13322,6/28/2020 7:55:00 PM,175272,COVID Tracking Project Historical,0,,2474,,156373,31,1,1316,,117,124,267
2146,NH,5760,B,6/29/2020,,,4435,6/29/2020 9:00:00 AM,118298,COVID Tracking Project Historical,0,,2189,162,112538,33,3,565,,34,43,367
16061,NJ,171272,A+,6/29/2020,225,,30163,6/29/2020 1:00:00 PM,1403984,COVID Tracking Project Historical,17,,16151,,1232712,34,6,19847,185,978,90,14992
7899,NM,11809,B,6/29/2020,,,5264,6/29/2020 11:02:00 AM,331048,COVID Tracking Project Historical,1,,8089,,319239,35,14,1865,,114,190,492
4703,NV,17894,A+,6/29/2020,124,,689,6/29/2020 11:30:00 AM,273017,COVID Tracking Project Historical,4,,5437,,255123,32,0,,65,555,734,504
46037,NY,392930,A,6/29/2020,216,,70435,6/28/2020 11:59:00 PM,3862913,COVID Tracking Project Historical,7,,46428,,3469983,36,0,89995,136,853,391,24842
16880,OH,51046,B,6/29/2020,245,,,6/29/2020 2:00:00 PM,774382,COVID Tracking Project Historical,11,,17617,1961,723336,39,65,7746,115,669,737,2818
0,OK,13172,A+,6/29/2020,134,,9587,6/29/2020 8:00:00 AM,326193,COVID Tracking Project Historical,0,,228,,313021,40,33,1489,,329,228,385
7119,OR,8485,A+,6/29/2020,44,,2700,6/29/2020 3:01:00 AM,235133,COVID Tracking Project Historical,2,,7263,,226648,41,3,1025,25,151,144,204
9415,PA,85988,A+,6/29/2020,,,67070,6/29/2020 12:00:00 AM,752889,COVID Tracking Project Historical,35,,9907,,666901,42,0,,111,635,492,6614
79406,PR,7250,C,6/29/2020,8,,,6/29/2020 6:30:00 AM,199936,COVID Tracking Project Historical,0,,79467,,192686,72,0,,1,104,61,153
1320,RI,16871,A+,6/29/2020,15,,1627,6/29/2020 3:00:00 AM,153069,COVID Tracking Project Historical,19,,1356,,136198,44,11,1995,14,73,36,946
8179,SC,34644,A,6/29/2020,,,13456,6/28/2020 11:59:00 PM,369305,COVID Tracking Project Historical,4,,9503,,334661,45,0,2622,,1032,1324,720
529,SD,6716,B,6/29/2020,,,5818,6/28/2020 6:00:00 PM,79457,COVID Tracking Project Historical,0,,564,,72741,46,5,657,,70,35,91
26528,TN,42297,B,6/29/2020,,,26962,6/29/2020 3:00:00 PM,777206,COVID Tracking Project Historical,8,,28653,,734909,47,35,2599,,839,2125,592
39687,TX,153011,B,6/29/2020,,,81335,6/29/2020 4:40:00 PM,1819189,COVID Tracking Project Historical,10,,43970,,1666178,48,0,,,5913,4283,2403
4892,UT,21664,A+,6/29/2020,80,,12205,6/29/2020 10:25:00 AM,333905,COVID Tracking Project Historical,1,170,5456,394,312241,49,21,1417,,254,564,168
7591,VA,62189,A+,6/29/2020,225,261,8023,6/28/2020 5:00:00 PM,636372,COVID Tracking Project Historical,8,,8044,,574183,51,0,8823,101,796,453,1740
0,VI,81,C,6/29/2020,,31,71,6/29/2020 6:12:00 AM,2827,COVID Tracking Project Historical,0,,0,,2746,78,0,,,,0,6
1122,VT,1208,B,6/29/2020,,,949,6/28/2020 12:00:00 AM,64993,COVID Tracking Project Historical,0,,1128,,63785,50,0,,,13,6,56
8293,WA,31752,B,6/29/2020,,,,6/28/2020 2:59:00 AM,534443,COVID Tracking Project Historical,0,,8641,,502691,53,35,4275,52,270,348,1310
5612,WI,31033,A+,6/29/2020,90,158,22217,6/29/2020 4:00:00 PM,558392,COVID Tracking Project Historical,7,,5938,747,527359,55,14,3407,,237,326,784
3094,WV,2870,B,6/29/2020,5,,2196,6/29/2020 5:00:00 PM,169655,COVID Tracking Project Historical,0,,3147,,166785,54,0,,3,28,53,93
0,WY,1450,B,6/29/2020,,,1070,6/29/2020 4:57:00 PM,31856,COVID Tracking Project Historical,0,,33,,30406,56,0,112,,7,33,20
2690,AK,883,A,6/28/2020,,,521,6/28/2020 12:00:00 AM,108300,COVID Tracking Project Historical,0,,2719,,107417,02,0,,1,12,29,14
1896,AL,35441,B,6/28/2020,,,18866,6/28/2020 11:00:00 AM,386280,COVID Tracking Project Historical,0,454,2254,790,350839,01,6,2703,,655,358,919
6687,AR,19310,A,6/28/2020,,,13270,6/27/2020 7:00:00 PM,291222,COVID Tracking Project Historical,10,210,7257,,271912,05,36,1373,63,278,570,259
0,AS,0,C,6/28/2020,,,,6/27/2020 12:00:00 AM,696,COVID Tracking Project Historical,0,,0,,696,60,0,,,,0,0
11292,AZ,73908,A+,6/28/2020,666,,8926,6/28/2020 12:00:00 AM,509896,COVID Tracking Project Historical,9,,15149,,435988,04,22,4617,475,2691,3857,1588
88832,CA,211243,B,6/28/2020,1602,,,6/28/2020 12:00:00 AM,3955952,COVID Tracking Project Historical,33,,93642,,3744709,06,0,,,5956,4810,5905
5902,CO,32022,A,6/28/2020,,,4442,6/27/2020 12:00:00 AM,313711,COVID Tracking Project Historical,0,,6128,,281689,08,7,5399,,235,226,1482
8978,CT,46303,B,6/28/2020,,,8053,6/27/2020 8:30:00 PM,438623,COVID Tracking Project Historical,5,,9075,,392320,09,0,10268,,103,97,4316
3829,DC,10248,A+,6/28/2020,34,,1199,6/27/2020 12:00:00 AM,93132,COVID Tracking Project Historical,2,,3861,,82884,11,0,,27,126,32,550
1949,DE,11226,A+,6/28/2020,14,,6665,6/27/2020 6:00:00 PM,106346,COVID Tracking Project Historical,0,,2084,,95120,10,0,,,78,135,507
43842,FL,141075,A,6/28/2020,,1726,,6/27/2020 11:59:00 PM,1881897,COVID Tracking Project Historical,29,,52372,,1740822,12,108,14540,,,8530,3518
14900,GA,77210,A,6/28/2020,,,,6/28/2020 2:50:00 PM,806938,COVID Tracking Project Historical,2,,17125,2268,729728,13,22,10711,,1236,2225,2778
227,GU,248,B,6/28/2020,,,179,6/28/2020 3:30:00 AM,12378,COVID Tracking Project Historical,0,,227,,12130,66,0,,,1,0,5
1171,HI,872,D,6/28/2020,,,714,6/27/2020 6:00:00 PM,75478,COVID Tracking Project Historical,1,,1177,,74606,15,1,110,,,6,18
5686,IA,28489,A+,6/28/2020,36,,17620,6/28/2020 12:00:00 AM,295915,COVID Tracking Project Historical,1,,6163,,267426,19,0,,18,118,477,705
2118,ID,5319,A,6/28/2020,15,,3898,6/27/2020 7:00:00 PM,86345,COVID Tracking Project Historical,1,,2289,111,81026,16,3,312,,42,171,91
23143,IL,142776,A,6/28/2020,373,,,6/28/2020 12:00:00 AM,1546031,COVID Tracking Project Historical,15,,23789,,1403255,17,0,,193,1464,646,7089
7163,IN,44930,A+,6/28/2020,266,,33935,6/27/2020 11:59:00 PM,470535,COVID Tracking Project Historical,3,,7518,1468,425605,18,21,7003,86,617,355,2619
0,KS,13538,A,6/28/2020,,,779,6/26/2020 10:00:00 AM,167859,COVID Tracking Project Historical,0,152,0,356,154321,20,0,1128,,,0,264
7364,KY,15232,B,6/28/2020,68,,3730,6/28/2020 12:00:00 AM,358491,COVID Tracking Project Historical,5,,7737,996,343259,21,1,2590,,386,373,558
16638,LA,56236,B,6/28/2020,,,39792,6/28/2020 1:00:00 PM,696111,COVID Tracking Project Historical,9,,18105,,639875,22,0,,76,715,1467,3199
9228,MA,108667,A+,6/28/2020,134,,93157,6/28/2020 10:00:00 AM,835794,COVID Tracking Project Historical,19,,9452,,727127,25,9,11319,81,748,224,8060
5330,MD,66777,A,6/28/2020,158,,4976,6/28/2020 10:00:00 AM,519473,COVID Tracking Project Historical,11,,5657,,452696,24,42,10793,,446,327,3168
1526,ME,3191,A,6/28/2020,10,,2577,6/27/2020 11:59:00 PM,93495,COVID Tracking Project Historical,0,,1563,,90304,23,1,346,4,31,37,104
15591,MI,69946,A+,6/28/2020,193,,51099,6/28/2020 12:00:00 AM,1016679,COVID Tracking Project Historical,5,,15858,,946733,26,0,,106,557,267,6158
15994,MN,35549,A,6/28/2020,143,,30809,6/27/2020 5:00:00 PM,585417,COVID Tracking Project Historical,8,,16510,1241,549868,27,24,4010,,288,516,1460
5569,MO,20575,B,6/28/2020,,,,6/28/2020 3:00:00 PM,361173,COVID Tracking Project Historical,1,,5883,,340598,29,0,,,412,314,997
0,MP,30,D,6/28/2020,,,19,6/26/2020 12:22:00 AM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
2506,MS,25892,A,6/28/2020,149,,17242,6/27/2020 7:00:00 PM,280188,COVID Tracking Project Historical,4,,2867,,254296,28,24,3102,88,676,361,1039
1216,MT,863,C,6/28/2020,,,604,6/28/2020 12:00:00 AM,82474,COVID Tracking Project Historical,0,,1227,,81611,30,2,97,,11,11,22
15169,NC,62142,A,6/28/2020,,,36921,6/28/2020 12:00:00 PM,871905,COVID Tracking Project Historical,10,,16774,,809763,37,0,,,890,1605,1322
1369,ND,3495,D,6/28/2020,,,3139,6/28/2020 12:00:00 AM,103925,COVID Tracking Project Historical,0,,1406,,100430,38,1,226,,24,37,77
3949,NE,18775,B,6/28/2020,,,13053,6/27/2020 7:55:00 PM,172798,COVID Tracking Project Historical,1,,4200,,154023,31,3,1315,,123,251,267
1295,NH,5717,B,6/28/2020,,,4401,6/27/2020 9:00:00 AM,116109,COVID Tracking Project Historical,2,,1341,162,110392,33,1,562,,35,46,367
20274,NJ,171182,A+,6/28/2020,223,,30092,6/28/2020 1:00:00 PM,1387833,COVID Tracking Project Historical,27,,20583,,1216651,34,18,19841,187,1014,309,14975
2110,NM,11619,B,6/28/2020,,,5251,6/27/2020 6:41:00 PM,322959,COVID Tracking Project Historical,2,,2321,,311340,35,23,1851,,122,211,491
3733,NV,17160,A+,6/28/2020,122,,684,6/28/2020 11:30:00 AM,267580,COVID Tracking Project Historical,0,,4554,,250420,32,0,,59,511,821,500
61290,NY,392539,A,6/28/2020,229,,70010,6/27/2020 11:59:00 PM,3816485,COVID Tracking Project Historical,5,,61906,,3423946,36,0,89995,167,869,616,24835
11072,OH,50309,B,6/28/2020,182,,,6/28/2020 2:00:00 PM,756765,COVID Tracking Project Historical,3,,11926,1946,706456,39,57,7681,101,661,854,2807
0,OK,12944,A+,6/28/2020,134,,9397,6/28/2020 12:00:00 AM,325965,COVID Tracking Project Historical,1,,302,,313021,40,16,1456,,329,302,385
0,OR,8341,A+,6/28/2020,53,,2649,6/28/2020 3:01:00 AM,227870,COVID Tracking Project Historical,0,,247,,219529,41,0,1022,35,149,247,202
22775,PA,85496,A+,6/28/2020,,,66686,6/28/2020 12:00:00 PM,742982,COVID Tracking Project Historical,0,,23901,,657486,42,0,,121,648,1126,6579
0,PR,7189,C,6/28/2020,8,,,6/28/2020 6:30:00 AM,120469,COVID Tracking Project Historical,1,,123,,113280,72,0,,5,99,123,153
578,RI,16835,A+,6/28/2020,16,,1600,6/28/2020 3:00:00 AM,151713,COVID Tracking Project Historical,0,,600,,134878,44,0,1984,15,91,22,927
7257,SC,33320,A,6/28/2020,,,13456,6/27/2020 11:59:00 PM,359802,COVID Tracking Project Historical,5,,8638,,326482,45,0,2622,,954,1381,716
738,SD,6681,B,6/28/2020,,,5752,6/27/2020 6:00:00 PM,78893,COVID Tracking Project Historical,0,,793,,72212,46,7,652,,75,55,91
0,TN,40172,B,6/28/2020,,,26159,6/27/2020 3:00:00 PM,748553,COVID Tracking Project Historical,0,,0,,708381,47,0,2564,,800,0,584
47036,TX,148728,B,6/28/2020,,,79974,6/28/2020 4:40:00 PM,1775219,COVID Tracking Project Historical,27,,52393,,1626491,48,0,,,5497,5357,2393
5175,UT,21100,A+,6/28/2020,83,,11931,6/28/2020 11:06:00 AM,328449,COVID Tracking Project Historical,0,167,5647,389,307349,49,31,1396,,289,472,167
9913,VA,61736,A+,6/28/2020,235,295,8005,6/27/2020 5:00:00 PM,628328,COVID Tracking Project Historical,8,,10402,,566592,51,36,8823,107,818,489,1732
0,VI,81,C,6/28/2020,,31,71,6/26/2020 6:49:00 PM,2827,COVID Tracking Project Historical,0,,0,,2746,78,0,,,,0,6
1140,VT,1202,B,6/28/2020,,,946,6/28/2020 12:00:00 AM,63865,COVID Tracking Project Historical,0,,1142,,62663,50,0,,,15,2,56
10825,WA,31404,B,6/28/2020,,,,6/27/2020 2:59:00 AM,525802,COVID Tracking Project Historical,6,,11374,,494398,53,46,4240,58,304,549,1310
6024,WI,30707,A+,6/28/2020,89,146,21953,6/28/2020 4:00:00 PM,552454,COVID Tracking Project Historical,0,,6504,746,521747,55,11,3393,,239,480,777
1797,WV,2817,B,6/28/2020,10,,2062,6/28/2020 10:00:00 AM,166508,COVID Tracking Project Historical,0,,1853,,163691,54,0,,4,32,56,93
0,WY,1417,B,6/28/2020,,,1057,6/28/2020 1:01:00 PM,31823,COVID Tracking Project Historical,0,,25,,30406,56,1,112,,5,25,20
3771,AK,854,A,6/27/2020,,,521,6/27/2020 12:00:00 AM,105581,COVID Tracking Project Historical,0,,3789,,104727,02,0,,1,11,18,14
4803,AL,35083,B,6/27/2020,,,18866,6/27/2020 11:00:00 AM,384026,COVID Tracking Project Historical,12,453,5703,789,348943,01,44,2697,,655,900,919
5907,AR,18740,A,6/27/2020,,,12784,6/26/2020 2:40:00 PM,283965,COVID Tracking Project Historical,9,206,6585,,265225,05,37,1337,63,284,678,249
0,AS,0,C,6/27/2020,,,,6/27/2020 12:00:00 AM,696,COVID Tracking Project Historical,0,,0,,696,60,0,,,,0,0
11421,AZ,70051,A+,6/27/2020,657,,8659,6/27/2020 12:00:00 AM,494747,COVID Tracking Project Historical,44,,14924,,424696,04,81,4595,433,2577,3503,1579
85024,CA,206433,B,6/27/2020,1562,,,6/27/2020 12:00:00 AM,3862310,COVID Tracking Project Historical,60,,90996,,3655877,06,0,,,5790,5972,5872
4689,CO,31796,A,6/27/2020,,,4430,6/26/2020 12:00:00 AM,307583,COVID Tracking Project Historical,7,,5006,,275787,08,6,5392,,226,317,1482
12539,CT,46206,B,6/27/2020,,,8053,6/26/2020 8:30:00 PM,429548,COVID Tracking Project Historical,4,,12686,,383342,09,0,10268,,106,147,4311
1117,DC,10216,A+,6/27/2020,43,,1194,6/26/2020 12:00:00 AM,89271,COVID Tracking Project Historical,2,,1148,,79055,11,0,,26,136,31,548
2088,DE,11091,A+,6/27/2020,15,,6665,6/27/2020 12:00:00 AM,104262,COVID Tracking Project Historical,0,,2162,,93171,10,0,,,83,74,507
51055,FL,132545,A,6/27/2020,,1731,,6/26/2020 11:59:00 PM,1829525,COVID Tracking Project Historical,25,,60640,,1696980,12,151,14432,,,9585,3489
16795,GA,74985,A,6/27/2020,,,,6/27/2020 2:50:00 PM,789813,COVID Tracking Project Historical,6,,18785,2261,714828,13,84,10689,,1178,1990,2776
259,GU,248,B,6/27/2020,,,179,6/27/2020 5:45:00 AM,12151,COVID Tracking Project Historical,0,,259,,11903,66,0,,,1,0,5
1280,HI,866,D,6/27/2020,,,705,6/26/2020 6:00:00 PM,74301,COVID Tracking Project Historical,0,,1296,,73435,15,0,109,,,16,17
5783,IA,28012,A+,6/27/2020,40,,17467,6/27/2020 12:00:00 AM,289752,COVID Tracking Project Historical,0,,6109,,261740,19,0,,22,131,326,704
1403,ID,5148,A,6/27/2020,15,,3827,6/26/2020 7:00:00 PM,84056,COVID Tracking Project Historical,0,,1686,108,78908,16,6,309,,35,283,90
29451,IL,142130,A,6/27/2020,400,,,6/27/2020 12:00:00 AM,1522242,COVID Tracking Project Historical,26,,30237,,1380112,17,0,,225,1516,786,7074
8692,IN,44575,A+,6/27/2020,257,,33725,6/26/2020 11:59:00 PM,463017,COVID Tracking Project Historical,21,,9127,1461,418442,18,38,6982,82,595,435,2616
0,KS,13538,A,6/27/2020,,,779,6/26/2020 10:00:00 AM,167859,COVID Tracking Project Historical,0,152,0,356,154321,20,0,1128,,,0,264
0,KY,14859,B,6/27/2020,74,,3730,6/26/2020 12:00:00 AM,350754,COVID Tracking Project Historical,0,,0,996,335895,21,0,2589,,387,0,553
0,LA,54769,B,6/27/2020,,,39792,6/26/2020 1:00:00 PM,678006,COVID Tracking Project Historical,0,,0,,623237,22,0,,73,700,0,3190
11884,MA,108443,A+,6/27/2020,143,,93157,6/27/2020 10:00:00 AM,826342,COVID Tracking Project Historical,28,,12257,,717899,25,19,11310,90,769,373,8041
7084,MD,66450,A,6/27/2020,181,,4935,6/27/2020 10:00:00 AM,513816,COVID Tracking Project Historical,15,,7419,,447366,24,26,10751,,478,335,3157
2026,ME,3154,A,6/27/2020,7,,2566,6/26/2020 11:59:00 PM,91932,COVID Tracking Project Historical,1,,2078,,88778,23,2,345,5,24,52,104
18765,MI,69679,A+,6/27/2020,193,,51099,6/27/2020 12:00:00 AM,1000821,COVID Tracking Project Historical,19,,19115,,931142,26,0,,106,557,350,6153
11212,MN,35033,A,6/27/2020,155,,30401,6/26/2020 5:00:00 PM,568907,COVID Tracking Project Historical,6,,11629,1233,533874,27,20,3986,,300,417,1452
6325,MO,20261,B,6/27/2020,,,,6/27/2020 3:00:00 PM,355290,COVID Tracking Project Historical,6,,6672,,335029,29,0,,66,680,347,996
0,MP,30,D,6/27/2020,,,19,6/26/2020 12:22:00 AM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
4962,MS,25531,A,6/27/2020,169,,17242,6/26/2020 7:00:00 PM,277321,COVID Tracking Project Historical,13,,5427,,251790,28,34,3078,90,731,465,1035
1063,MT,852,C,6/27/2020,,,604,6/27/2020 12:00:00 AM,81247,COVID Tracking Project Historical,0,,1086,,80395,30,0,95,,9,23,22
16687,NC,60537,A,6/27/2020,,,36921,6/27/2020 12:00:00 PM,855131,COVID Tracking Project Historical,9,,18406,,794594,37,0,,,888,1719,1312
1596,ND,3458,D,6/27/2020,,,3119,6/27/2020 12:00:00 AM,102519,COVID Tracking Project Historical,0,,1633,,99061,38,3,225,,23,37,77
3418,NE,18524,B,6/27/2020,,,12698,6/26/2020 8:05:00 PM,168598,COVID Tracking Project Historical,6,,3596,,150074,31,18,1312,,125,178,266
0,NH,5671,B,6/27/2020,,,4381,6/26/2020 9:00:00 AM,114768,COVID Tracking Project Historical,0,,0,161,109097,33,0,561,,32,0,365
20289,NJ,170873,A+,6/27/2020,236,,29967,6/27/2020 1:00:00 PM,1367250,COVID Tracking Project Historical,34,,20578,,1196377,34,71,19823,200,1103,289,14948
5752,NM,11408,B,6/27/2020,,,5149,6/26/2020 5:50:00 PM,320638,COVID Tracking Project Historical,4,,5968,,309230,35,17,1828,,128,216,489
