PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,PEOPLE_POSITIVE_CASES_COUNT,DATA_COMPLETENESS_SCORE_NAME,REPORT_DATE,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PEOPLE_NEGATIVE_CASES_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
2469,GA,1525,A,3/26/2020,,,,3/26/2020 12:00:00 PM,8926,COVID Tracking Project Historical,8,,2747,,7401,13,79,473,,,278,48
30,GU,45,,3/26/2020,,,,3/26/2020 6:30:00 AM,308,COVID Tracking Project Historical,0,,38,,263,66,0,,,11,8,1
0,HI,95,A,3/26/2020,,,,3/25/2020 6:00:00 PM,4452,COVID Tracking Project Historical,0,,5,,4357,15,-1,5,,,5,
0,IA,179,C,3/26/2020,,,15,3/26/2020 12:00:00 AM,2757,COVID Tracking Project Historical,0,,34,,2578,19,10,46,,31,34,1
178,ID,123,A,3/26/2020,,,,3/25/2020 7:00:00 PM,2188,COVID Tracking Project Historical,0,,228,,2065,16,0,,,34,50,0
1749,IL,2538,A,3/26/2020,,,,3/26/2020 12:00:00 AM,16631,COVID Tracking Project Historical,7,,2422,,14093,17,0,,,,673,26
1127,IN,645,B,3/26/2020,,,,3/25/2020 12:59:00 PM,4651,COVID Tracking Project Historical,3,,1295,,4006,18,-1,,,,168,17
509,KS,168,B,3/26/2020,,,,3/26/2020 12:00:00 PM,3037,COVID Tracking Project Historical,0,,551,,2869,20,0,,,,42,3
237,KY,198,A,3/26/2020,,,,3/25/2020 5:00:00 PM,3300,COVID Tracking Project Historical,0,,278,,3102,21,0,,,,41,4
6068,LA,2305,A,3/26/2020,,,,3/26/2020 3:00:00 PM,18029,COVID Tracking Project Historical,18,,6578,,15724,22,0,,239,676,510,83
3248,MA,2318,B,3/26/2020,,,,3/26/2020 12:30:00 PM,23645,COVID Tracking Project Historical,9,,3827,,21327,25,116,219,,,579,42
0,MD,580,D,3/26/2020,,,,3/26/2020 10:00:00 AM,674,COVID Tracking Project Historical,2,,157,,94,24,132,132,,,157,7
217,ME,155,A,3/26/2020,,,16,3/26/2020 11:00:00 AM,3549,COVID Tracking Project Historical,0,,223,,3394,23,0,,,,6,
2888,MI,12475,D,3/26/2020,,,,3/26/2020 11:00:00 AM,24205,COVID Tracking Project Historical,48,,4028,,11730,26,0,,,,1140,159
1416,MN,565,A,3/26/2020,,,,3/26/2020 1:15:00 PM,13169,COVID Tracking Project Historical,1,,1479,,12604,27,6,41,,31,63,2
0,MO,502,C,3/26/2020,,,,3/26/2020 3:00:00 PM,871,COVID Tracking Project Historical,0,,146,,369,29,0,,,,146,8
0,MP,0,,3/26/2020,,,,3/26/2020 1:30:00 AM,0,COVID Tracking Project Historical,0,,0,,,69,0,,,,0,0
725,MS,485,B,3/26/2020,,,,3/26/2020 12:00:00 AM,2776,COVID Tracking Project Historical,4,,833,,2291,28,33,150,,,108,6
180,MT,71,C,3/26/2020,,,,3/26/2020 10:00:00 AM,2199,COVID Tracking Project Historical,0,,198,,2128,30,1,1,,,18,
2289,NC,636,A,3/26/2020,,,,3/26/2020 12:36:00 PM,12910,COVID Tracking Project Historical,1,,2421,,12274,37,0,,,29,132,2
305,ND,52,B,3/26/2020,,,,3/26/2020 11:37:00 AM,2091,COVID Tracking Project Historical,0,,318,,2039,38,2,10,,,13,0
280,NE,73,A,3/26/2020,,,,3/26/2020 2:00:00 PM,1657,COVID Tracking Project Historical,0,,292,,1584,31,0,,,,12,0
645,NH,137,B,3/26/2020,,712,,3/25/2020 9:00:00 AM,3138,COVID Tracking Project Historical,0,,674,,3001,33,6,19,,,29,1
3209,NJ,6876,B,3/26/2020,,,,3/25/2020 2:00:00 PM,20537,COVID Tracking Project Historical,19,,5683,,13661,34,0,,,1080,2474,81
939,NM,112,A,3/26/2020,,,,3/25/2020 12:00:00 AM,7793,COVID Tracking Project Historical,0,,951,,7681,35,0,,,,12,1
446,NV,420,A,3/26/2020,,,,3/26/2020 11:00:00 AM,5117,COVID Tracking Project Historical,4,,545,,4697,32,0,,,,99,17
12178,NY,37258,B,3/26/2020,1290,,,3/26/2020 4:59:00 PM,122104,COVID Tracking Project Historical,100,,18625,,84846,36,1795,6921,,5327,6447,385
2389,OH,867,B,3/26/2020,,,,3/26/2020 2:00:00 PM,17316,COVID Tracking Project Historical,5,,2552,91,16449,39,41,223,,,163,15
153,OK,248,A,3/26/2020,,,,3/26/2020 8:00:00 AM,1206,COVID Tracking Project Historical,2,,237,,958,40,27,86,,,84,7
2603,OR,327,A,3/26/2020,,,,3/26/2020 4:31:00 PM,7280,COVID Tracking Project Historical,3,,2721,,6953,41,29,90,,,118,11
5248,PA,1687,A,3/26/2020,,,,3/26/2020 12:00:00 PM,18128,COVID Tracking Project Historical,5,,5808,,16441,42,0,,,,560,16
60,PR,64,A,3/26/2020,,335,,3/26/2020 7:00:00 AM,441,COVID Tracking Project Historical,0,,73,,377,72,0,,,,13,2
176,RI,217,B,3/26/2020,9,181,,3/26/2020 3:00:00 AM,2517,COVID Tracking Project Historical,0,,217,,2300,44,0,,6,23,41,
4,SC,456,B,3/26/2020,,,,3/26/2020 11:00:00 AM,2763,COVID Tracking Project Historical,2,,36,,2307,45,0,102,,,32,9
1154,SD,46,A,3/26/2020,,125,16,3/25/2020 1:00:00 PM,2019,COVID Tracking Project Historical,0,,1159,,1973,46,0,,,,5,1
2940,TN,957,A,3/26/2020,,,,3/26/2020 3:00:00 PM,14909,COVID Tracking Project Historical,0,,3113,,13952,47,23,76,,,173,3
7508,TX,1396,A,3/26/2020,,,,3/26/2020 1:00:00 PM,21424,COVID Tracking Project Historical,6,,7930,,20028,48,0,,,,422,18
817,UT,402,A,3/26/2020,,,,3/26/2020 3:00:00 PM,7710,COVID Tracking Project Historical,0,,873,,7308,49,0,,,,56,1
750,VA,460,A,3/26/2020,,,,3/26/2020 12:00:00 AM,6189,COVID Tracking Project Historical,4,,819,,5729,51,6,65,,,69,13
0,VI,17,,3/26/2020,,2,,3/25/2020 8:30:00 PM,72,COVID Tracking Project Historical,0,,0,,55,78,0,,,,0,
934,VT,185,A,3/26/2020,,,,3/26/2020 12:00:00 AM,2929,COVID Tracking Project Historical,1,,959,,2744,50,0,,,,25,9
4100,WA,6700,A,3/26/2020,,,,3/26/2020 12:00:00 AM,67018,COVID Tracking Project Historical,24,,4471,,60318,53,0,,,,371,183
1494,WI,806,A,3/26/2020,,,,3/26/2020 4:00:00 PM,12389,COVID Tracking Project Historical,1,,1633,,11583,55,0,,,,139,8
272,WV,51,B,3/26/2020,,19,,3/25/2020 12:00:00 AM,1082,COVID Tracking Project Historical,0,,284,,1031,54,0,1,,,12,0
98,WY,53,A,3/26/2020,,,12,3/26/2020 12:00:00 AM,1105,COVID Tracking Project Historical,0,,107,,1052,56,0,,,,9,
663,AK,42,A,3/25/2020,,,,3/24/2020 9:00:00 PM,1691,COVID Tracking Project Historical,1,,669,,1649,02,1,1,,,6,1
423,AL,283,C,3/25/2020,,,,3/25/2020 11:30:00 AM,2812,COVID Tracking Project Historical,0,,491,,2529,01,0,,,,68,0
490,AR,280,A,3/25/2020,,,11,3/25/2020 9:19:00 AM,1717,COVID Tracking Project Historical,2,,552,,1437,05,0,,4,22,62,2
0,AS,,,3/25/2020,,,,3/25/2020 12:00:00 AM,0,COVID Tracking Project Historical,0,,0,,,60,0,,,,0,0
10,AZ,450,B,3/25/2020,,53,,3/24/2020 12:00:00 AM,773,COVID Tracking Project Historical,1,,103,,323,04,45,264,,,93,6
2469,CA,2355,B,3/25/2020,,48600,,3/24/2020 12:00:00 AM,18276,COVID Tracking Project Historical,13,,2722,,15921,06,0,,,,253,53
1285,CO,912,A,3/25/2020,,,,3/24/2020 6:00:00 PM,7701,COVID Tracking Project Historical,4,,1477,,6789,08,12,84,,152,192,11
341,CT,875,A,3/25/2020,,,,3/25/2020 4:00:00 PM,5898,COVID Tracking Project Historical,7,,598,,5023,09,0,,,113,257,19
228,DC,183,A,3/25/2020,,3,,3/24/2020 7:30:00 PM,1606,COVID Tracking Project Historical,0,,274,,1423,11,0,,,,46,2
0,DE,115,C,3/25/2020,,,,3/25/2020 12:00:00 PM,151,COVID Tracking Project Historical,1,,24,,36,10,0,,,11,24,2
2247,FL,1682,A,3/25/2020,,1233,,3/25/2020 11:00:00 AM,17056,COVID Tracking Project Historical,4,,2517,,15374,12,57,316,,,270,22
474,GA,1247,A,3/25/2020,,,,3/25/2020 12:00:00 PM,6179,COVID Tracking Project Historical,8,,695,,4932,13,394,394,,,221,40
32,GU,37,,3/25/2020,,,,3/25/2020 6:45:00 AM,270,COVID Tracking Project Historical,0,,37,,233,66,0,,,10,5,1
768,HI,90,A,3/25/2020,,,,3/24/2020 6:00:00 PM,4447,COVID Tracking Project Historical,0,,781,,4357,15,2,6,,,13,
263,IA,145,C,3/25/2020,,,,3/25/2020 12:00:00 AM,2723,COVID Tracking Project Historical,1,,284,,2578,19,9,36,,23,21,1
0,ID,73,A,3/25/2020,,,,3/24/2020 7:00:00 PM,1960,COVID Tracking Project Historical,0,,23,,1887,16,0,,,,23,0
2410,IL,1865,A,3/25/2020,,,,3/25/2020 12:00:00 AM,14209,COVID Tracking Project Historical,3,,2740,,12344,17,0,,,,330,19
313,IN,477,B,3/25/2020,,,,3/25/2020 12:59:00 AM,3356,COVID Tracking Project Historical,2,,425,,2879,18,0,1,,,112,14
274,KS,126,B,3/25/2020,,,,3/25/2020 12:00:00 PM,2486,COVID Tracking Project Historical,1,,302,,2360,20,0,,,,28,3
1103,KY,157,A,3/25/2020,,,,3/24/2020 5:00:00 PM,3022,COVID Tracking Project Historical,0,,1136,,2865,21,0,,,,33,4
2441,LA,1795,A,3/25/2020,,,,3/25/2020 1:00:00 PM,11451,COVID Tracking Project Historical,19,,2848,,9656,22,0,,163,491,407,65
5365,MA,1739,B,3/25/2020,,,,3/25/2020 4:00:00 PM,19818,COVID Tracking Project Historical,7,,6044,,18079,25,9,103,,,679,33
0,MD,423,D,3/25/2020,,,,3/25/2020 10:00:00 AM,517,COVID Tracking Project Historical,0,,74,,94,24,0,,,,74,5
163,ME,149,A,3/25/2020,,,7,3/25/2020 11:30:00 AM,3326,COVID Tracking Project Historical,0,,187,,3177,23,0,,,,24,
1853,MI,11335,D,3/25/2020,,,,3/25/2020 3:00:00 PM,20177,COVID Tracking Project Historical,25,,3033,,8842,26,0,,,,1180,111
5638,MN,502,A,3/25/2020,,,121,3/25/2020 12:00:00 AM,11690,COVID Tracking Project Historical,0,,5696,,11188,27,14,35,,26,58,1
0,MO,356,C,3/25/2020,,,,3/24/2020 4:00:00 PM,725,COVID Tracking Project Historical,5,,173,,369,29,0,,,,173,8
0,MP,0,,3/25/2020,,,,3/24/2020 6:30:00 PM,0,COVID Tracking Project Historical,0,,0,,,69,0,,,,0,0
14,MS,377,B,3/25/2020,,,,3/24/2020 8:00:00 PM,1943,COVID Tracking Project Historical,1,,71,,1566,28,31,117,,,57,2
305,MT,53,C,3/25/2020,,,,3/25/2020 10:00:00 AM,2001,COVID Tracking Project Historical,0,,312,,1948,30,0,,,,7,
1844,NC,504,A,3/25/2020,,,,3/25/2020 4:30:00 PM,10489,COVID Tracking Project Historical,1,,1950,,9985,37,0,,,29,106,1
280,ND,39,B,3/25/2020,,,,3/25/2020 11:47:00 AM,1773,COVID Tracking Project Historical,0,,285,,1734,38,3,8,,,5,0
329,NE,61,A,3/25/2020,,,,3/24/2020 12:00:00 AM,1365,COVID Tracking Project Historical,0,,338,,1304,31,0,,,,9,0
909,NH,108,B,3/25/2020,,804,,3/25/2020 1:30:00 PM,2464,COVID Tracking Project Historical,0,,916,,2356,33,2,13,,,7,1
2127,NJ,4402,B,3/25/2020,,,,3/24/2020 1:30:00 AM,14854,COVID Tracking Project Historical,18,,2854,,10452,34,0,,,,727,62
852,NM,100,A,3/25/2020,,,,3/24/2020 12:00:00 AM,6842,COVID Tracking Project Historical,1,,869,,6742,35,0,,,,17,1
297,NV,321,A,3/25/2020,,,,3/25/2020 2:59:00 AM,4572,COVID Tracking Project Historical,0,,340,,4251,32,0,,,,43,13
7063,NY,30811,B,3/25/2020,,,,3/25/2020 11:45:00 AM,103479,COVID Tracking Project Historical,75,,12209,,72668,36,1085,5126,,4079,5146,285
13920,OH,704,B,3/25/2020,,,,3/25/2020 2:00:00 PM,14764,COVID Tracking Project Historical,2,,14060,74,14060,39,37,182,,,140,10
70,OK,164,A,3/25/2020,,,,3/25/2020 8:00:00 AM,969,COVID Tracking Project Historical,2,,128,,805,40,34,59,,,58,5
0,OR,209,A,3/25/2020,,,,3/24/2020 11:00:00 AM,4559,COVID Tracking Project Historical,0,,0,,4350,41,0,61,,,0,8
2550,PA,1127,A,3/25/2020,,,,3/25/2020 12:00:00 PM,12320,COVID Tracking Project Historical,4,,2826,,11193,42,0,,,,276,11
49,PR,51,A,3/25/2020,,70,,3/25/2020 7:00:00 AM,368,COVID Tracking Project Historical,0,,61,,317,72,0,,,,12,2
173,RI,176,B,3/25/2020,,196,,3/25/2020 3:00:00 AM,2300,COVID Tracking Project Historical,0,,201,,2124,44,0,,,15,28,
291,SC,424,B,3/25/2020,,,,3/24/2020 7:30:00 PM,2727,COVID Tracking Project Historical,2,,417,,2303,45,102,102,,,126,7
29,SD,41,A,3/25/2020,,268,,3/25/2020 1:00:00 PM,860,COVID Tracking Project Historical,0,,40,,819,46,0,,,,11,1
495,TN,784,A,3/25/2020,,,,3/25/2020 3:00:00 PM,11796,COVID Tracking Project Historical,1,,612,,11012,47,53,53,,,117,3
1763,TX,974,A,3/25/2020,,,,3/25/2020 12:30:00 PM,13494,COVID Tracking Project Historical,3,,2327,,12520,48,0,,,,564,12
967,UT,346,A,3/25/2020,,,,3/25/2020 3:00:00 PM,6837,COVID Tracking Project Historical,0,,1014,,6491,49,0,,,,47,1
799,VA,391,A,3/25/2020,,,,3/25/2020 12:00:00 AM,5370,COVID Tracking Project Historical,2,,900,,4979,51,14,59,,,101,9
55,VI,17,,3/25/2020,,2,,3/24/2020 8:30:00 PM,72,COVID Tracking Project Historical,0,,55,,55,78,0,,,,0,
241,VT,160,A,3/25/2020,,,,3/25/2020 12:00:00 AM,1970,COVID Tracking Project Historical,1,,276,,1810,50,0,,,,35,8
4601,WA,6329,A,3/25/2020,,,,3/25/2020 12:00:00 AM,62547,COVID Tracking Project Historical,13,,5007,,56218,53,0,,,,406,159
1852,WI,667,A,3/25/2020,,,,3/25/2020 4:00:00 PM,10756,COVID Tracking Project Historical,2,,1994,,10089,55,0,,,,142,7
149,WV,39,B,3/25/2020,,6,,3/24/2020 12:00:00 AM,798,COVID Tracking Project Historical,0,,168,,759,54,0,1,,,19,0
244,WY,44,A,3/25/2020,,,7,3/25/2020 12:45:00 PM,998,COVID Tracking Project Historical,0,,259,,954,56,0,,,,15,
40,AK,36,A,3/24/2020,,,,3/23/2020 7:00:00 PM,1022,COVID Tracking Project Historical,0,,54,,986,02,0,0,,,14,0
441,AL,215,C,3/24/2020,,,,3/24/2020 12:00:00 PM,2321,COVID Tracking Project Historical,0,,489,,2106,01,0,,,,48,0
41,AR,218,A,3/24/2020,,,,3/24/2020 12:00:00 AM,1165,COVID Tracking Project Historical,0,,85,,947,05,0,,,22,44,0
0,AS,,,3/24/2020,,,,3/24/2020 12:00:00 AM,0,COVID Tracking Project Historical,0,,0,,,60,0,,,,0,0
4,AZ,357,B,3/24/2020,,22,,3/24/2020 12:00:00 AM,670,COVID Tracking Project Historical,3,,96,,313,04,30,219,,,92,5
885,CA,2102,B,3/24/2020,,12100,,3/24/2020 12:00:00 AM,15554,COVID Tracking Project Historical,13,,1254,,13452,06,0,,,,369,40
659,CO,720,A,3/24/2020,,,,3/23/2020 6:13:00 PM,6224,COVID Tracking Project Historical,1,,788,,5504,08,14,72,,116,129,7
597,CT,618,A,3/24/2020,,,,3/24/2020 4:00:00 PM,5300,COVID Tracking Project Historical,2,,800,,4682,09,0,,,71,203,12
82,DC,137,A,3/24/2020,,2,,3/23/2020 7:30:00 PM,1332,COVID Tracking Project Historical,0,,103,,1195,11,0,,,,21,2
0,DE,91,C,3/24/2020,,,,3/24/2020 10:45:00 AM,127,COVID Tracking Project Historical,1,,23,,36,10,0,,,,23,1
2064,FL,1412,A,3/24/2020,,1008,,3/24/2020 11:00:00 AM,14539,COVID Tracking Project Historical,4,,2305,,13127,12,42,259,,,241,18
161,GA,1026,A,3/24/2020,,,,3/24/2020 12:00:00 PM,5484,COVID Tracking Project Historical,7,,415,,4458,13,0,,,,254,32
40,GU,32,,3/24/2020,,,,3/24/2020 6:45:00 AM,233,COVID Tracking Project Historical,0,,43,,201,66,0,,,5,3,1
634,HI,77,A,3/24/2020,,,,3/23/2020 6:00:00 PM,3666,COVID Tracking Project Historical,0,,655,,3589,15,4,4,,,21,
272,IA,124,C,3/24/2020,,,,3/24/2020 12:00:00 AM,2439,COVID Tracking Project Historical,0,,291,,2315,19,27,27,,,19,
578,ID,50,A,3/24/2020,,,,3/23/2020 7:00:00 PM,1937,COVID Tracking Project Historical,0,,581,,1887,16,0,,,,3,0
1351,IL,1535,A,3/24/2020,,,,3/24/2020 12:00:00 AM,11469,COVID Tracking Project Historical,4,,1613,,9934,17,0,,,,262,16
865,IN,365,B,3/24/2020,,,,3/24/2020 11:00:00 AM,2931,COVID Tracking Project Historical,5,,971,,2566,18,0,1,,,106,12
1669,KS,98,B,3/24/2020,,,,3/24/2020 12:00:00 PM,2184,COVID Tracking Project Historical,0,,1685,,2086,20,0,,,,16,2
0,KY,124,A,3/24/2020,,,,3/23/2020 5:00:00 PM,1886,COVID Tracking Project Historical,1,,20,,1762,21,0,,,,20,4
2439,LA,1388,A,3/24/2020,,,,3/24/2020 1:00:00 PM,8603,COVID Tracking Project Historical,12,,2655,,7215,22,0,,,271,216,46
4451,MA,1060,B,3/24/2020,,,,3/24/2020 12:30:00 PM,13774,COVID Tracking Project Historical,9,,4833,,12714,25,15,94,,,382,26
0,MD,349,D,3/24/2020,,,,3/24/2020 10:00:00 AM,443,COVID Tracking Project Historical,1,,61,,94,24,0,,,,61,5
223,ME,125,A,3/24/2020,,,,3/24/2020 12:00:00 PM,3139,COVID Tracking Project Historical,0,,241,,3014,23,0,,,,18,
1142,MI,10155,D,3/24/2020,,,,3/24/2020 11:00:00 AM,17144,COVID Tracking Project Historical,29,,2235,,6989,26,0,,,,1093,86
1039,MN,444,A,3/24/2020,,,,3/24/2020 12:00:00 AM,5994,COVID Tracking Project Historical,0,,1090,,5550,27,4,21,,,51,1
0,MO,183,C,3/24/2020,,,,3/23/2020 3:00:00 PM,552,COVID Tracking Project Historical,0,,0,,369,29,0,,,,0,3
0,MP,0,,3/24/2020,,,,3/23/2020 1:30:00 AM,0,COVID Tracking Project Historical,0,,0,,,69,0,,,,0,0
409,MS,320,B,3/24/2020,,,,3/23/2020 7:00:00 PM,1872,COVID Tracking Project Historical,0,,480,,1552,28,53,86,,,71,1
497,MT,46,C,3/24/2020,,,,3/24/2020 10:00:00 AM,1689,COVID Tracking Project Historical,0,,509,,1643,30,0,,,,12,
0,NC,398,A,3/24/2020,,,,3/24/2020 9:45:00 AM,8539,COVID Tracking Project Historical,0,,101,,8141,37,0,,,,101,0
101,ND,34,B,3/24/2020,,,,3/24/2020 11:17:00 AM,1488,COVID Tracking Project Historical,0,,105,,1454,38,1,5,,,4,0
619,NE,52,A,3/24/2020,,,,3/23/2020 12:00:00 AM,1027,COVID Tracking Project Historical,0,,621,,975,31,0,,,,2,0
73,NH,101,B,3/24/2020,,869,,3/23/2020 9:00:00 AM,1548,COVID Tracking Project Historical,1,,96,,1447,33,11,11,,,23,1
7966,NJ,3675,B,3/24/2020,,45,,3/24/2020 1:30:00 AM,12000,COVID Tracking Project Historical,17,,8797,,8325,34,0,,,,831,44
569,NM,83,A,3/24/2020,,,,3/23/2020 12:00:00 AM,5973,COVID Tracking Project Historical,0,,587,,5890,35,0,,,,18,
464,NV,278,A,3/24/2020,,,,3/23/2020 2:59:00 PM,4232,COVID Tracking Project Historical,5,,497,,3954,32,0,,,,33,13
8191,NY,25665,B,3/24/2020,,,,3/24/2020 11:30:00 AM,91270,COVID Tracking Project Historical,96,,12981,,65605,36,916,4041,,3343,4790,210
0,OH,564,D,3/24/2020,,,,3/24/2020 2:00:00 PM,704,COVID Tracking Project Historical,2,,122,,140,39,41,145,,,122,8
41,OK,106,A,3/24/2020,,,,3/24/2020 8:00:00 AM,841,COVID Tracking Project Historical,1,,66,,735,40,10,25,,,25,3
701,OR,209,A,3/24/2020,,,,3/24/2020 11:00:00 AM,4559,COVID Tracking Project Historical,3,,719,,4350,41,5,61,,,18,8
2048,PA,851,A,3/24/2020,,,,3/24/2020 12:00:00 PM,9494,COVID Tracking Project Historical,1,,2255,,8643,42,0,,,,207,7
79,PR,39,A,3/24/2020,,42,,3/23/2020 7:00:00 AM,307,COVID Tracking Project Historical,0,,87,,268,72,0,,,,8,2
238,RI,148,B,3/24/2020,,77,,3/24/2020 3:00:00 AM,2099,COVID Tracking Project Historical,0,,257,,1951,44,0,,,,19,
546,SC,298,B,3/24/2020,,,,3/23/2020 4:35:00 PM,2310,COVID Tracking Project Historical,0,,546,,2012,45,0,,,,0,5
28,SD,30,A,3/24/2020,,268,,3/24/2020 12:30:00 PM,820,COVID Tracking Project Historical,0,,30,,790,46,0,,,,2,1
7245,TN,667,A,3/24/2020,,,,3/24/2020 3:00:00 PM,11184,COVID Tracking Project Historical,0,,7297,,10517,47,0,,,,52,2
1054,TX,410,A,3/24/2020,,,,3/23/2020 9:00:00 PM,11167,COVID Tracking Project Historical,1,,1112,,10757,48,0,,,,58,9
734,UT,299,A,3/24/2020,,,,3/24/2020 3:00:00 PM,5823,COVID Tracking Project Historical,0,,776,,5524,49,0,,,,42,1
737,VA,290,A,3/24/2020,,,,3/24/2020 12:00:00 AM,4470,COVID Tracking Project Historical,1,,773,,4180,51,7,45,,,36,7
0,VI,17,,3/24/2020,,,,3/23/2020 8:30:00 PM,17,COVID Tracking Project Historical,0,,0,,,78,0,,,,0,
145,VT,125,A,3/24/2020,,,,3/24/2020 12:00:00 AM,1694,COVID Tracking Project Historical,2,,173,,1569,50,0,,,,28,7
4872,WA,5923,A,3/24/2020,,,,3/24/2020 12:00:00 AM,57540,COVID Tracking Project Historical,9,,5227,,51617,53,0,,,,355,146
1187,WI,525,A,3/24/2020,,,,3/24/2020 4:00:00 PM,8762,COVID Tracking Project Historical,0,,1246,,8237,55,0,,,,59,5
166,WV,20,B,3/24/2020,,0,,3/23/2020 12:00:00 AM,630,COVID Tracking Project Historical,0,,170,,610,54,0,1,,,4,0
118,WY,29,A,3/24/2020,,,,3/24/2020 12:00:00 AM,739,COVID Tracking Project Historical,0,,121,,710,56,0,,,,3,
0,AK,22,A,3/23/2020,,,,3/21/2020 4:30:00 PM,968,COVID Tracking Project Historical,0,,0,,946,02,0,0,,,0,0
201,AL,167,C,3/23/2020,,,,3/23/2020 12:00:00 PM,1832,COVID Tracking Project Historical,0,,230,,1665,01,0,,,,29,0
195,AR,174,A,3/23/2020,,,,3/23/2020 12:00:00 AM,1080,COVID Tracking Project Historical,0,,204,,906,05,0,,,13,9,0
0,AS,,,3/23/2020,,,,3/19/2020 12:00:00 AM,0,COVID Tracking Project Historical,0,,0,,,60,0,,,,0,0
27,AZ,265,B,3/23/2020,,6,,3/23/2020 12:00:00 AM,574,COVID Tracking Project Historical,0,,140,,309,04,44,189,,,113,2
1263,CA,1733,B,3/23/2020,,12100,,3/23/2020 12:00:00 AM,14300,COVID Tracking Project Historical,0,,1460,,12567,06,0,,,,197,27
770,CO,591,A,3/23/2020,,,,3/22/2020 6:00:00 PM,5436,COVID Tracking Project Historical,1,,886,,4845,08,9,58,,74,116,6
1208,CT,415,A,3/23/2020,,,,3/23/2020 4:00:00 PM,4500,COVID Tracking Project Historical,5,,1400,,4085,09,0,,,54,192,10
156,DC,116,A,3/23/2020,,,,3/22/2020 7:00:00 PM,1229,COVID Tracking Project Historical,1,,174,,1113,11,0,,,,18,2
0,DE,68,C,3/23/2020,,,,3/23/2020 11:15:00 AM,104,COVID Tracking Project Historical,0,,12,,36,10,0,,,,12,0
3073,FL,1171,A,3/23/2020,,860,,3/23/2020 11:00:00 AM,12234,COVID Tracking Project Historical,1,,3414,,11063,12,32,217,,,341,14
877,GA,772,A,3/23/2020,,,,3/23/2020 12:00:00 PM,5069,COVID Tracking Project Historical,2,,1049,,4297,13,0,,,,172,25
35,GU,29,,3/23/2020,,,,3/23/2020 6:45:00 AM,190,COVID Tracking Project Historical,0,,37,,161,66,0,,,,2,1
2692,HI,56,A,3/23/2020,,,,3/22/2020 6:00:00 PM,3011,COVID Tracking Project Historical,0,,2700,,2955,15,0,,,,8,
828,IA,105,C,3/23/2020,,,,3/23/2020 12:00:00 AM,2148,COVID Tracking Project Historical,0,,843,,2043,19,0,,,,15,
134,ID,47,A,3/23/2020,,,,3/22/2020 7:00:00 PM,1356,COVID Tracking Project Historical,0,,139,,1309,16,0,,,,5,0
1312,IL,1273,A,3/23/2020,,,,3/23/2020 12:00:00 AM,9856,COVID Tracking Project Historical,3,,1536,,8583,17,0,,,,224,12
408,IN,259,B,3/23/2020,,,,3/23/2020 11:00:00 AM,1960,COVID Tracking Project Historical,1,,466,,1701,18,0,1,,,58,7
0,KS,82,B,3/23/2020,,,,3/23/2020 11:00:00 AM,499,COVID Tracking Project Historical,0,,18,,417,20,0,,,,18,2
290,KY,104,A,3/23/2020,,,,3/23/2020 9:00:00 AM,1866,COVID Tracking Project Historical,0,,295,,1762,21,0,,,,5,3
2115,LA,1172,B,3/23/2020,,,,3/23/2020 1:00:00 PM,5948,COVID Tracking Project Historical,14,,2450,,4776,22,0,,,,335,34
2787,MA,678,B,3/23/2020,,,,3/23/2020 12:30:00 PM,8941,COVID Tracking Project Historical,6,,2918,,8263,25,8,79,,,131,17
0,MD,288,D,3/23/2020,,,,3/23/2020 10:00:00 AM,382,COVID Tracking Project Historical,0,,44,,94,24,0,,,,44,4
527,ME,107,A,3/23/2020,,,,3/23/2020 11:30:00 AM,2898,COVID Tracking Project Historical,0,,545,,2791,23,0,,,,18,
1056,MI,9062,D,3/23/2020,,,,3/23/2020 11:00:00 AM,14909,COVID Tracking Project Historical,21,,2296,,5847,26,0,,,,1240,57
0,MN,393,A,3/23/2020,,,,3/23/2020 12:00:00 AM,4904,COVID Tracking Project Historical,0,,44,,4511,27,5,17,,,44,1
0,MO,183,C,3/23/2020,,,,3/23/2020 3:00:00 PM,552,COVID Tracking Project Historical,0,,93,,369,29,0,,,,93,3
0,MP,0,,3/23/2020,,,,3/23/2020 1:30:00 AM,0,COVID Tracking Project Historical,0,,0,,,69,0,,,,0,0
29,MS,249,B,3/23/2020,,,,3/22/2020 7:22:00 PM,1392,COVID Tracking Project Historical,0,,71,,1143,28,0,33,,,42,1
